csu,variable,shock,horizon,irf
aave_v3_arbitrum,liquidation,return_shock,19,-1.7862878800884567e-08
aave_v3_arbitrum,liquidation,return_shock,20,-4.637539704563414e-09
aave_v3_arbitrum,liquidation,return_shock,21,-3.806074741757186e-09
aave_v3_arbitrum,liquidation,return_shock,22,-8.000822662613356e-10
aave_v3_arbitrum,liquidation,return_shock,23,-5.39259073463808e-10
aave_v3_arbitrum,liquidation,return_shock,24,-5.0291634570374134e-11
aave_v3_arbitrum,liquidation,return_shock,25,-4.562547554722758e-11
aave_v3_arbitrum,liquidation,return_shock,26,1.2828223885519397e-11
aave_v3_arbitrum,liquidation,return_shock,27,7.446220431013763e-13
aave_v3_arbitrum,liquidation,return_shock,28,5.231520284386799e-12
aave_v3_arbitrum,liquidation,return_shock,29,1.0246546822376304e-12
aave_v3_arbitrum,liquidation,return_shock,30,1.090170605869636e-12
aave_v3_arbitrum,liquidation,liquidation_shock,0,0.9062705037556545
aave_v3_arbitrum,liquidation,liquidation_shock,1,0.2183448372039199
aave_v3_arbitrum,liquidation,liquidation_shock,2,0.15156823741749903
aave_v3_arbitrum,liquidation,liquidation_shock,3,0.03415036638185725
aave_v3_arbitrum,liquidation,liquidation_shock,4,0.018285396024078762
aave_v3_arbitrum,liquidation,liquidation_shock,5,0.001567429201094157
aave_v3_arbitrum,liquidation,liquidation_shock,6,0.0009840343847115768
aave_v3_arbitrum,liquidation,liquidation_shock,7,-0.0006373499918436587
aave_v3_arbitrum,liquidation,liquidation_shock,8,-0.0001712390489434968
aave_v3_arbitrum,liquidation,liquidation_shock,9,-0.00021967127382649585
aave_v3_arbitrum,liquidation,liquidation_shock,10,-5.775177315293754e-05
aave_v3_arbitrum,liquidation,liquidation_shock,11,-4.143060008978102e-05
aave_v3_arbitrum,liquidation,liquidation_shock,12,-8.136865993439906e-06
aave_v3_arbitrum,liquidation,liquidation_shock,13,-5.19346793575755e-06
aave_v3_arbitrum,liquidation,liquidation_shock,14,-2.3241250495125615e-07
aave_v3_arbitrum,liquidation,liquidation_shock,15,-3.257461700379919e-07
aave_v3_arbitrum,liquidation,liquidation_shock,16,2.0011995798104835e-07
aave_v3_arbitrum,liquidation,liquidation_shock,17,3.3501853502958014e-08
aave_v3_arbitrum,liquidation,liquidation_shock,18,6.33309213592969e-08
aave_v3_arbitrum,liquidation,liquidation_shock,19,1.314100455544885e-08
aave_v3_arbitrum,liquidation,liquidation_shock,20,1.1817797945545604e-08
aave_v3_arbitrum,liquidation,liquidation_shock,21,1.7702189726008544e-09
aave_v3_arbitrum,liquidation,liquidation_shock,22,1.5172330929074584e-09
aave_v3_arbitrum,liquidation,liquidation_shock,23,-5.230770866574482e-12
aave_v3_arbitrum,liquidation,liquidation_shock,24,1.1084914895443201e-10
aave_v3_arbitrum,liquidation,liquidation_shock,25,-6.427380318944054e-11
aave_v3_arbitrum,liquidation,liquidation_shock,26,-4.504530347305067e-12
aave_v3_arbitrum,liquidation,liquidation_shock,27,-1.864458168256181e-11
aave_v3_arbitrum,liquidation,liquidation_shock,28,-2.699116301659701e-12
aave_v3_arbitrum,liquidation,liquidation_shock,29,-3.440909436489755e-12
aave_v3_arbitrum,liquidation,liquidation_shock,30,-3.3072336471373217e-13
aave_v3_avalanche,basket_return,return_shock,0,0.997857296600416
aave_v3_avalanche,basket_return,return_shock,1,-0.03938011592699352
