csu,variable,shock,horizon,irf
aave_v2_polygon,liquidation,return_shock,21,-0.0011158169643738268
aave_v2_polygon,liquidation,return_shock,22,-0.0009647530120443742
aave_v2_polygon,liquidation,return_shock,23,-0.000833770628769613
aave_v2_polygon,liquidation,return_shock,24,-0.0007211226162764991
aave_v2_polygon,liquidation,return_shock,25,-0.0006239645776824068
aave_v2_polygon,liquidation,return_shock,26,-0.0005396764734353742
aave_v2_polygon,liquidation,return_shock,27,-0.00046693843906441543
aave_v2_polygon,liquidation,return_shock,28,-0.00040398786969490975
aave_v2_polygon,liquidation,return_shock,29,-0.0003495042549391565
aave_v2_polygon,liquidation,return_shock,30,-0.00030233358566352636
aave_v2_polygon,liquidation,liquidation_shock,0,0.3771400703129004
aave_v2_polygon,liquidation,liquidation_shock,1,0.0811244832719591
aave_v2_polygon,liquidation,liquidation_shock,2,0.07981823497259766
aave_v2_polygon,liquidation,liquidation_shock,3,0.06405503394243701
aave_v2_polygon,liquidation,liquidation_shock,4,0.09393077522453602
aave_v2_polygon,liquidation,liquidation_shock,5,0.07162269485208694
aave_v2_polygon,liquidation,liquidation_shock,6,0.058735288838322186
aave_v2_polygon,liquidation,liquidation_shock,7,0.05275886835591698
aave_v2_polygon,liquidation,liquidation_shock,8,0.045289958442062433
aave_v2_polygon,liquidation,liquidation_shock,9,0.03822816446257326
aave_v2_polygon,liquidation,liquidation_shock,10,0.03298338276027617
aave_v2_polygon,liquidation,liquidation_shock,11,0.02917917807222062
aave_v2_polygon,liquidation,liquidation_shock,12,0.025133177565382768
aave_v2_polygon,liquidation,liquidation_shock,13,0.021704399917843696
aave_v2_polygon,liquidation,liquidation_shock,14,0.018745284729860683
aave_v2_polygon,liquidation,liquidation_shock,15,0.016249658517081468
aave_v2_polygon,liquidation,liquidation_shock,16,0.014032773804653606
aave_v2_polygon,liquidation,liquidation_shock,17,0.012143574175664175
aave_v2_polygon,liquidation,liquidation_shock,18,0.01050903562207529
aave_v2_polygon,liquidation,liquidation_shock,19,0.009094410724823898
aave_v2_polygon,liquidation,liquidation_shock,20,0.007865164759992339
aave_v2_polygon,liquidation,liquidation_shock,21,0.006804108129428867
aave_v2_polygon,liquidation,liquidation_shock,22,0.005886387587844235
aave_v2_polygon,liquidation,liquidation_shock,23,0.005092312773395431
aave_v2_polygon,liquidation,liquidation_shock,24,0.004405283715490068
aave_v2_polygon,liquidation,liquidation_shock,25,0.0038110951345435937
aave_v2_polygon,liquidation,liquidation_shock,26,0.003297030989846766
aave_v2_polygon,liquidation,liquidation_shock,27,0.002852245320392668
aave_v2_polygon,liquidation,liquidation_shock,28,0.0024674745745299556
aave_v2_polygon,liquidation,liquidation_shock,29,0.002134619845039642
aave_v2_polygon,liquidation,liquidation_shock,30,0.0018466674840316066
aave_v3_arbitrum,basket_return,return_shock,0,0.9628836991982828
aave_v3_arbitrum,basket_return,return_shock,1,-0.05567320785630069
aave_v3_arbitrum,basket_return,return_shock,2,0.0561817872609898
aave_v3_arbitrum,basket_return,return_shock,3,-0.04141226079898289
aave_v3_arbitrum,basket_return,return_shock,4,-0.0037956848612049785
aave_v3_arbitrum,basket_return,return_shock,5,-0.010951351602216244
aave_v3_arbitrum,basket_return,return_shock,6,-0.0015760911730801567
aave_v3_arbitrum,basket_return,return_shock,7,-0.0019314176756900293
aave_v3_arbitrum,basket_return,return_shock,8,-0.00016431628506596637
aave_v3_arbitrum,basket_return,return_shock,9,-0.0002435150588613139
aave_v3_arbitrum,basket_return,return_shock,10,2.1279304883736754e-05
aave_v3_arbitrum,basket_return,return_shock,11,-1.8853534795386077e-05
aave_v3_arbitrum,basket_return,return_shock,12,1.305870504552101e-05
aave_v3_arbitrum,basket_return,return_shock,13,1.2820065178437753e-07
aave_v3_arbitrum,basket_return,return_shock,14,3.278748910438857e-06
aave_v3_arbitrum,basket_return,return_shock,15,2.5715448462597133e-07
aave_v3_arbitrum,basket_return,return_shock,16,5.758834812151275e-07
aave_v3_arbitrum,basket_return,return_shock,17,1.5291045526428656e-08
aave_v3_arbitrum,basket_return,return_shock,18,7.547390603000432e-08
aave_v3_arbitrum,basket_return,return_shock,19,-1.050860711154461e-08
aave_v3_arbitrum,basket_return,return_shock,20,6.895224178278407e-09
aave_v3_arbitrum,basket_return,return_shock,21,-4.287045067303462e-09
aave_v3_arbitrum,basket_return,return_shock,22,2.993229314641961e-10
aave_v3_arbitrum,basket_return,return_shock,23,-1.0081675287205501e-09
aave_v3_arbitrum,basket_return,return_shock,24,-9.590229825267727e-12
aave_v3_arbitrum,basket_return,return_shock,25,-1.7616178062449195e-10
aave_v3_arbitrum,basket_return,return_shock,26,6.152970275953004e-12
aave_v3_arbitrum,basket_return,return_shock,27,-2.4026510669856397e-11
aave_v3_arbitrum,basket_return,return_shock,28,4.5417492210710485e-12
aave_v3_arbitrum,basket_return,return_shock,29,-2.5241832459225345e-12
aave_v3_arbitrum,basket_return,return_shock,30,1.4353370365873317e-12
aave_v3_arbitrum,basket_return,liquidation_shock,0,0.0
aave_v3_arbitrum,basket_return,liquidation_shock,1,-0.03892812078550691
aave_v3_arbitrum,basket_return,liquidation_shock,2,0.0986632248230166
aave_v3_arbitrum,basket_return,liquidation_shock,3,0.008364005486050192
aave_v3_arbitrum,basket_return,liquidation_shock,4,0.0236153046484565
aave_v3_arbitrum,basket_return,liquidation_shock,5,0.0021260641714062225
aave_v3_arbitrum,basket_return,liquidation_shock,6,0.0038389018023240015
aave_v3_arbitrum,basket_return,liquidation_shock,7,3.164861039198497e-05
aave_v3_arbitrum,basket_return,liquidation_shock,8,0.00045473068943965443
aave_v3_arbitrum,basket_return,liquidation_shock,9,-9.749780554090153e-05
aave_v3_arbitrum,basket_return,liquidation_shock,10,3.411328732013341e-05
aave_v3_arbitrum,basket_return,liquidation_shock,11,-3.3537469452586025e-05
aave_v3_arbitrum,basket_return,liquidation_shock,12,3.506347289578481e-07
aave_v3_arbitrum,basket_return,liquidation_shock,13,-7.240588543203051e-06
aave_v3_arbitrum,basket_return,liquidation_shock,14,-1.5918848814673308e-07
aave_v3_arbitrum,basket_return,liquidation_shock,15,-1.1760487704379249e-06
aave_v3_arbitrum,basket_return,liquidation_shock,16,6.054593045289678e-08
aave_v3_arbitrum,basket_return,liquidation_shock,17,-1.4750735701939398e-07
aave_v3_arbitrum,basket_return,liquidation_shock,18,3.7624097344783935e-08
aave_v3_arbitrum,basket_return,liquidation_shock,19,-1.3725401626396193e-08
aave_v3_arbitrum,basket_return,liquidation_shock,20,1.088803939520968e-08
aave_v3_arbitrum,basket_return,liquidation_shock,21,-9.123712462893105e-10
aave_v3_arbitrum,basket_return,liquidation_shock,22,2.2574299450456846e-09
aave_v3_arbitrum,basket_return,liquidation_shock,23,-1.0095680910656182e-10
aave_v3_arbitrum,basket_return,liquidation_shock,24,3.6925639204731035e-10
aave_v3_arbitrum,basket_return,liquidation_shock,25,-4.085847992004388e-11
aave_v3_arbitrum,basket_return,liquidation_shock,26,4.897997989794144e-11
aave_v3_arbitrum,basket_return,liquidation_shock,27,-1.4230505648046503e-11
aave_v3_arbitrum,basket_return,liquidation_shock,28,5.351302348767276e-12
aave_v3_arbitrum,basket_return,liquidation_shock,29,-3.6113821872806097e-12
aave_v3_arbitrum,basket_return,liquidation_shock,30,5.402907191030635e-13
aave_v3_arbitrum,liquidation,return_shock,0,-0.22455584817900884
aave_v3_arbitrum,liquidation,return_shock,1,-0.20806079749512985
aave_v3_arbitrum,liquidation,return_shock,2,-0.08021597610169102
aave_v3_arbitrum,liquidation,return_shock,3,-0.04779440022481693
aave_v3_arbitrum,liquidation,return_shock,4,-0.013768932417766413
aave_v3_arbitrum,liquidation,return_shock,5,-0.006683843434808418
aave_v3_arbitrum,liquidation,return_shock,6,-0.0011467804571252186
aave_v3_arbitrum,liquidation,return_shock,7,-0.0004893566508211721
aave_v3_arbitrum,liquidation,return_shock,8,0.00010580996659096759
aave_v3_arbitrum,liquidation,return_shock,9,3.754819700796474e-05
aave_v3_arbitrum,liquidation,return_shock,10,6.127418293548016e-05
aave_v3_arbitrum,liquidation,return_shock,11,1.9328426285084958e-05
aave_v3_arbitrum,liquidation,return_shock,12,1.3323948276879664e-05
aave_v3_arbitrum,liquidation,return_shock,13,3.3540335880319694e-06
aave_v3_arbitrum,liquidation,return_shock,14,1.8687000948030217e-06
aave_v3_arbitrum,liquidation,return_shock,15,2.5358261368926266e-07
aave_v3_arbitrum,liquidation,return_shock,16,1.4619645569376435e-07
aave_v3_arbitrum,liquidation,return_shock,17,-3.643297137237107e-08
aave_v3_arbitrum,liquidation,return_shock,18,-6.9552543738927895e-09
aave_v3_arbitrum,liquidation,return_shock,19,-1.7595140353697475e-08
aave_v3_arbitrum,liquidation,return_shock,20,-4.568029762011108e-09
aave_v3_arbitrum,liquidation,return_shock,21,-3.7490272438373305e-09
aave_v3_arbitrum,liquidation,return_shock,22,-7.880902023852636e-10
aave_v3_arbitrum,liquidation,return_shock,23,-5.311763680628398e-10
aave_v3_arbitrum,liquidation,return_shock,24,-4.953783646781376e-11
aave_v3_arbitrum,liquidation,return_shock,25,-4.494161634897883e-11
aave_v3_arbitrum,liquidation,return_shock,26,1.263594755752308e-11
aave_v3_arbitrum,liquidation,return_shock,27,7.334612469170921e-13
aave_v3_arbitrum,liquidation,return_shock,28,5.153107441026963e-12
aave_v3_arbitrum,liquidation,return_shock,29,1.0092966060516293e-12
aave_v3_arbitrum,liquidation,return_shock,30,1.0738305417378626e-12
aave_v3_arbitrum,liquidation,liquidation_shock,0,0.5737136698179731
aave_v3_arbitrum,liquidation,liquidation_shock,1,0.1382229889629542
aave_v3_arbitrum,liquidation,liquidation_shock,2,0.09595012676268252
aave_v3_arbitrum,liquidation,liquidation_shock,3,0.02161885655703314
aave_v3_arbitrum,liquidation,liquidation_shock,4,0.01157555234731289
aave_v3_arbitrum,liquidation,liquidation_shock,5,0.0009922595465845997
aave_v3_arbitrum,liquidation,liquidation_shock,6,0.0006229420197837123
aave_v3_arbitrum,liquidation,liquidation_shock,7,-0.0004034737986768547
aave_v3_arbitrum,liquidation,liquidation_shock,8,-0.00010840271505956546
aave_v3_arbitrum,liquidation,liquidation_shock,9,-0.00013906268838974277
aave_v3_arbitrum,liquidation,liquidation_shock,10,-3.6559704389320045e-05
aave_v3_arbitrum,liquidation,liquidation_shock,11,-2.622760149620594e-05
aave_v3_arbitrum,liquidation,liquidation_shock,12,-5.151035182727417e-06
aave_v3_arbitrum,liquidation,liquidation_shock,13,-3.287719876303926e-06
aave_v3_arbitrum,liquidation,liquidation_shock,14,-1.4712851248563112e-07
aave_v3_arbitrum,liquidation,liquidation_shock,15,-2.0621329930432459e-07
aave_v3_arbitrum,liquidation,liquidation_shock,16,1.2668574671837815e-07
aave_v3_arbitrum,liquidation,liquidation_shock,17,2.1208316103453718e-08
aave_v3_arbitrum,liquidation,liquidation_shock,18,4.009157878958387e-08
aave_v3_arbitrum,liquidation,liquidation_shock,19,8.318900281271813e-09
aave_v3_arbitrum,liquidation,liquidation_shock,20,7.48124561089575e-09
aave_v3_arbitrum,liquidation,liquidation_shock,21,1.120635416184813e-09
aave_v3_arbitrum,liquidation,liquidation_shock,22,9.604829486273354e-10
aave_v3_arbitrum,liquidation,liquidation_shock,23,-3.3113344607411995e-12
aave_v3_arbitrum,liquidation,liquidation_shock,24,7.017294701670304e-11
aave_v3_arbitrum,liquidation,liquidation_shock,25,-4.068846922432126e-11
aave_v3_arbitrum,liquidation,liquidation_shock,26,-2.8515885992639474e-12
aave_v3_arbitrum,liquidation,liquidation_shock,27,-1.1802934482580809e-11
aave_v3_arbitrum,liquidation,liquidation_shock,28,-1.7086729759751829e-12
aave_v3_arbitrum,liquidation,liquidation_shock,29,-2.1782644057585707e-12
aave_v3_arbitrum,liquidation,liquidation_shock,30,-2.0936410760160898e-13
aave_v3_avalanche,basket_return,return_shock,0,0.9120512330337089
aave_v3_avalanche,basket_return,return_shock,1,-0.035993807341579614
aave_v3_avalanche,basket_return,return_shock,2,0.008977212807836931
aave_v3_avalanche,basket_return,return_shock,3,0.0006832459556518154
aave_v3_avalanche,basket_return,return_shock,4,0.0002308129586365059
aave_v3_avalanche,basket_return,return_shock,5,4.2117552151814054e-05
aave_v3_avalanche,basket_return,return_shock,6,9.30519619248093e-06
aave_v3_avalanche,basket_return,return_shock,7,1.920360832365857e-06
aave_v3_avalanche,basket_return,return_shock,8,4.056726389123298e-07
aave_v3_avalanche,basket_return,return_shock,9,8.500557014669377e-08
aave_v3_avalanche,basket_return,return_shock,10,1.7862254895653687e-08
aave_v3_avalanche,basket_return,return_shock,11,3.7497617213018966e-09
aave_v3_avalanche,basket_return,return_shock,12,7.874390265100476e-10
aave_v3_avalanche,basket_return,return_shock,13,1.653406742956467e-10
aave_v3_avalanche,basket_return,return_shock,14,3.471841987822248e-11
aave_v3_avalanche,basket_return,return_shock,15,7.290111122700456e-12
aave_v3_avalanche,basket_return,return_shock,16,1.5307717519211806e-12
aave_v3_avalanche,basket_return,return_shock,17,3.21429702028307e-13
aave_v3_avalanche,basket_return,return_shock,18,6.749348026355847e-14
aave_v3_avalanche,basket_return,return_shock,19,1.4172209159704467e-14
aave_v3_avalanche,basket_return,return_shock,20,2.975865603346076e-15
aave_v3_avalanche,basket_return,return_shock,21,6.248691207736906e-16
aave_v3_avalanche,basket_return,return_shock,22,1.3120936002448467e-16
aave_v3_avalanche,basket_return,return_shock,23,2.7551203182053925e-17
aave_v3_avalanche,basket_return,return_shock,24,5.785172623288418e-18
aave_v3_avalanche,basket_return,return_shock,25,1.214764453246769e-18
aave_v3_avalanche,basket_return,return_shock,26,2.5507496027123684e-19
aave_v3_avalanche,basket_return,return_shock,27,5.356037146196921e-20
aave_v3_avalanche,basket_return,return_shock,28,1.124655037928674e-20
aave_v3_avalanche,basket_return,return_shock,29,2.3615388015563272e-21
aave_v3_avalanche,basket_return,return_shock,30,4.958734299129427e-22
aave_v3_avalanche,basket_return,liquidation_shock,0,0.0
aave_v3_avalanche,basket_return,liquidation_shock,1,-0.01697353667000019
aave_v3_avalanche,basket_return,liquidation_shock,2,-0.0023304438803942577
aave_v3_avalanche,basket_return,liquidation_shock,3,-0.0005790055637877875
aave_v3_avalanche,basket_return,liquidation_shock,4,-0.00011506236140369734
aave_v3_avalanche,basket_return,liquidation_shock,5,-2.4634303013947923e-05
aave_v3_avalanche,basket_return,liquidation_shock,6,-5.138261465194666e-06
aave_v3_avalanche,basket_return,liquidation_shock,7,-1.0814286419201113e-06
aave_v3_avalanche,basket_return,liquidation_shock,8,-2.2689540737490874e-07
aave_v3_avalanche,basket_return,liquidation_shock,9,-4.7656474789376274e-08
aave_v3_avalanche,basket_return,liquidation_shock,10,-1.0005895820834633e-08
aave_v3_avalanche,basket_return,liquidation_shock,11,-2.101097277633158e-09
aave_v3_avalanche,basket_return,liquidation_shock,12,-4.4118111901314054e-10
aave_v3_avalanche,basket_return,liquidation_shock,13,-9.26391154152037e-11
aave_v3_avalanche,basket_return,liquidation_shock,14,-1.9452237065804968e-11
aave_v3_avalanche,basket_return,liquidation_shock,15,-4.084562196219945e-12
aave_v3_avalanche,basket_return,liquidation_shock,16,-8.576719257099628e-13
aave_v3_avalanche,basket_return,liquidation_shock,17,-1.8009305778201889e-13
aave_v3_avalanche,basket_return,liquidation_shock,18,-3.781574981564805e-14
aave_v3_avalanche,basket_return,liquidation_shock,19,-7.940511365648424e-15
aave_v3_avalanche,basket_return,liquidation_shock,20,-1.6673402080965594e-15
aave_v3_avalanche,basket_return,liquidation_shock,21,-3.501063408119598e-16
aave_v3_avalanche,basket_return,liquidation_shock,22,-7.351496062182902e-17
aave_v3_avalanche,basket_return,liquidation_shock,23,-1.5436593992443794e-17
aave_v3_avalanche,basket_return,liquidation_shock,24,-3.2413597455601e-18
aave_v3_avalanche,basket_return,liquidation_shock,25,-6.806173049418381e-19
aave_v3_avalanche,basket_return,liquidation_shock,26,-1.4291530473082464e-19
aave_v3_avalanche,basket_return,liquidation_shock,27,-3.0009205140856494e-20
aave_v3_avalanche,basket_return,liquidation_shock,28,-6.3013012838649675e-21
aave_v3_avalanche,basket_return,liquidation_shock,29,-1.32314060581383e-21
aave_v3_avalanche,basket_return,liquidation_shock,30,-2.7783167061632404e-22
aave_v3_avalanche,liquidation,return_shock,0,-0.18263353604555038
aave_v3_avalanche,liquidation,return_shock,1,-0.23198553124349938
aave_v3_avalanche,liquidation,return_shock,2,-0.034638533703322295
aave_v3_avalanche,liquidation,return_shock,3,-0.00829623198064494
aave_v3_avalanche,liquidation,return_shock,4,-0.0016676916306549913
aave_v3_avalanche,liquidation,return_shock,5,-0.0003555833601827721
aave_v3_avalanche,liquidation,return_shock,6,-7.42723112306548e-05
aave_v3_avalanche,liquidation,return_shock,7,-1.5624163815399147e-05
aave_v3_avalanche,liquidation,return_shock,8,-3.2786710085577055e-06
aave_v3_avalanche,liquidation,return_shock,9,-6.886026563192655e-07
aave_v3_avalanche,liquidation,return_shock,10,-1.4458110227298868e-07
aave_v3_avalanche,liquidation,return_shock,11,-3.035978399389503e-08
aave_v3_avalanche,liquidation,return_shock,12,-6.374857576650314e-09
aave_v3_avalanche,liquidation,return_shock,13,-1.3385900858218311e-09
