timestamp,price_usd
1762140659,110967.63886498591
1762142555,110811.03848020578
1762152095,110814.5621106108
1762152539,110814.5621106108
1762152551,110814.5621106108
1762165895,105838.62645955588
1762167599,105838.62645955588
1762167611,105838.62645955588
1762167635,110637.23921017362
1762176119,110776.35101761168
1762183643,110738.33866075931
1762183655,110738.33866075931
1762183691,110738.33866075931
1762183703,110738.33866075931
1762183751,110738.33866075931
1762183775,110738.33866075931
1762183787,110738.33866075931
1762183799,110738.33866075931
1762183811,110738.33866075931
1762183823,110738.33866075931
1762183871,110738.33866075931
1762183883,110738.33866075931
1762183895,110738.33866075931
1762183907,110738.33866075931
1762183931,110738.33866075931
1762183955,110738.33866075931
1762184027,110738.33866075931
1762184999,110738.33866075931
1762185767,110472.13299815012
1762185779,110472.13299815012
1762185791,110472.13299815012
1762186139,110472.13299815012
1762186151,110472.13299815012
1762186163,110472.13299815012
1762188587,110472.13299815012
1762200971,103929.34334619551
1762201691,103929.34334619551
1762204679,106134.71345709571
1762206035,106134.71345709571
1762209047,110667.02072109048
1762214399,106260.5546666018
1762224743,108097.17138303172
1762234055,107423.15501796984
1762234067,107423.15501796984
1762234127,107423.15501796984
1762234283,107423.15501796984
1762234295,107423.15501796984
1762234307,107423.15501796984
1762234331,107423.15501796984
1762234355,107423.15501796984
1762234367,107423.15501796984
1762234475,107423.15501796984
1762234487,107423.15501796984
1762235039,107423.15501796984
1762235051,107423.15501796984
1762235171,107423.15501796984
1762235183,107423.15501796984
1762235831,107423.15501796984
1762235843,107423.15501796984
1762236095,103721.23126239648
1762236563,103721.23126239648
1762239371,103721.23126239648
1762239875,104015.27278534576
1762241303,104015.27278534576
1762244051,103600.73767118464
1762244063,103600.73767118464
1762244099,103600.73767118464
1762244459,103600.73767118464
1762250651,103405.12746181036
1762250723,103405.12746181036
1762252799,103405.12746181036
1762267007,103630.2171030727
1762267019,103630.2171030727
1762273271,103027.74263250624
1762273283,103027.74263250624
1762273463,103027.74263250624
1762273475,103027.74263250624
1762273583,103027.74263250624
1762274699,103027.74263250624
1762275083,103027.74263250624
1762275095,103027.74263250624
1762275695,102088.61322217504
1762275707,102088.61322217504
1762275731,102088.61322217504
1762275767,102088.61322217504
1762275779,102088.61322217504
1762275791,102088.61322217504
1762276163,102088.61322217504
1762276175,102088.61322217504
1762276187,102088.61322217504
1762276199,102088.61322217504
1762276295,102088.61322217504
1762276307,102088.61322217504
1762276415,102088.61322217504
1762276619,102088.61322217504
1762276631,102088.61322217504
1762276643,102088.61322217504
1762276667,102088.61322217504
1762276679,102088.61322217504
1762276691,102088.61322217504
1762276703,102088.61322217504
1762278803,102088.61322217504
1762279271,102088.61322217504
1762279379,100538.6358373579
1762279391,100538.6358373579
1762279403,100538.6358373579
1762279439,100538.6358373579
1762279499,100538.6358373579
1762279511,100538.6358373579
1762280111,100538.6358373579
1762280411,100538.6358373579
1762280423,100538.6358373579
1762280459,100538.6358373579
1762280483,100538.6358373579
1762280495,100538.6358373579
1762280543,100538.6358373579
1762281143,100538.6358373579
1762281155,100538.6358373579
1762281167,100538.6358373579
1762281179,100538.6358373579
1762281251,100538.6358373579
1762281263,100538.6358373579
1762281275,100538.6358373579
1762282211,100538.6358373579
1762282223,100538.6358373579
1762283387,100269.30830493936
1762283735,100269.30830493936
1762283915,100269.30830493936
1762283999,100269.30830493936
1762284827,100269.30830493936
1762284875,100269.30830493936
1762285043,100269.30830493936
1762285799,100269.30830493936
1762285811,100269.30830493936
1762285823,100269.30830493936
1762285931,100269.30830493936
1762285943,100269.30830493936
1762286327,100269.30830493936
1762286339,100269.30830493936
1762286735,100265.85989030634
1762287227,100265.85989030634
1762287347,100265.85989030634
1762287371,100265.85989030634
1762287383,100265.85989030634
1762287443,100265.85989030634
1762287467,100265.85989030634
1762287479,100265.85989030634
1762287491,100265.85989030634
1762287503,100265.85989030634
1762287515,100265.85989030634
1762287527,100265.85989030634
1762287539,100265.85989030634
1762287551,100265.85989030634
1762287563,100265.85989030634
1762287575,100265.85989030634
1762287587,100265.85989030634
1762287623,100265.85989030634
1762287707,100265.85989030634
1762289999,100265.85989030634
1762290719,100933.5959872104
1762291307,100933.5959872104
1762291331,100933.5959872104
1762291559,100933.5959872104
1762291703,100933.5959872104
1762291991,100933.5959872104
1762292003,100933.5959872104
1762292051,100933.5959872104
1762292099,100933.5959872104
1762292111,100933.5959872104
1762292123,100933.5959872104
1762292135,100933.5959872104
1762292195,100933.5959872104
1762292207,100933.5959872104
1762292219,100933.5959872104
1762292231,100933.5959872104
1762292243,100933.5959872104
1762292327,100933.5959872104
1762292339,100933.5959872104
1762297127,100250.34679886512
1762297307,100250.34679886512
1762298135,100957.7436201288
1762298447,100957.7436201288
1762299479,100957.7436201288
1762303871,101374.3800787997
1762303979,101374.3800787997
1762304615,99686.60949911457
1762304975,99686.60949911457
1762304999,99686.60949911457
1762305623,99686.60949911457
1762307027,99686.60949911457
1762315811,102319.98358693148
1762319315,101963.08324250554
1762319795,101963.08324250554
1762330775,101988.24444514
1762383083,103134.8632831101
1762384163,103164.48650238349
