timestamp,price_usd
1762140659,108890.73876451682
1762142555,108070.72457791209
1762152095,107566.46227955904
1762152539,107566.46227955904
1762152551,107566.46227955904
1762165895,107067.29064624012
1762167599,107067.29064624012
1762167611,107067.29064624012
1762167635,107067.29064624012
1762176119,107950.87321885592
1762183643,107851.45990057325
1762183655,107851.45990057325
1762183691,107851.45990057325
1762183703,107851.45990057325
1762183751,107851.45990057325
1762183775,107851.45990057325
1762183787,107851.45990057325
1762183799,107851.45990057325
1762183811,107851.45990057325
1762183823,107851.45990057325
1762183871,107851.45990057325
1762183883,107851.45990057325
1762183895,107851.45990057325
1762183907,107851.45990057325
1762183931,107851.45990057325
1762183955,107851.45990057325
1762184027,107851.45990057325
1762184999,107851.45990057325
1762185767,106148.16256834548
1762185779,106148.16256834548
1762185791,106148.16256834548
1762186139,106148.16256834548
1762186151,106148.16256834548
1762186163,106148.16256834548
1762188587,106148.16256834548
1762200971,107139.66815891916
1762201691,107139.66815891916
1762204679,106520.36102585714
1762206035,106520.36102585714
1762209047,106911.39323854928
1762214399,106309.34850611104
1762224743,106876.0856824424
1762234055,106805.517285318
1762234067,106805.517285318
1762234127,106805.517285318
1762234283,106805.517285318
1762234295,106805.517285318
1762234307,106805.517285318
1762234331,106805.517285318
1762234355,106805.517285318
1762234367,106805.517285318
1762234475,106805.517285318
1762234487,106805.517285318
1762235039,106805.517285318
1762235051,106805.517285318
1762235171,106805.517285318
1762235183,106805.517285318
1762235831,106805.517285318
1762235843,106805.517285318
1762236095,106805.517285318
1762236563,104619.70259162314
1762239371,104619.70259162314
1762239875,104831.2880499448
1762241303,104831.2880499448
1762244051,104539.0129792176
1762244063,104539.0129792176
1762244099,104539.0129792176
1762244459,104539.0129792176
1762250651,103755.64486054846
1762250723,103755.64486054846
1762252799,103755.64486054846
1762267007,103786.89834321506
1762267019,103786.89834321506
1762273271,103400.5800206359
1762273283,103400.5800206359
1762273463,103400.5800206359
1762273475,103400.5800206359
1762273583,103400.5800206359
1762274699,103400.5800206359
1762275083,103400.5800206359
1762275095,103400.5800206359
1762275695,102690.45507672698
1762275707,102690.45507672698
1762275731,102690.45507672698
1762275767,102690.45507672698
1762275779,102690.45507672698
1762275791,102690.45507672698
1762276163,102690.45507672698
1762276175,102690.45507672698
1762276187,102690.45507672698
1762276199,102690.45507672698
1762276295,102690.45507672698
1762276307,102690.45507672698
1762276415,102690.45507672698
1762276619,102690.45507672698
1762276631,102690.45507672698
1762276643,102690.45507672698
1762276667,102690.45507672698
1762276679,102690.45507672698
1762276691,102690.45507672698
1762276703,102690.45507672698
1762278803,102690.45507672698
1762279271,102690.45507672698
1762279379,101078.33190134037
1762279391,101078.33190134037
1762279403,101078.33190134037
1762279439,101078.33190134037
1762279499,101078.33190134037
1762279511,101078.33190134037
1762280111,101078.33190134037
1762280411,101078.33190134037
1762280423,101078.33190134037
1762280459,101078.33190134037
1762280483,101078.33190134037
1762280495,101078.33190134037
1762280543,101078.33190134037
1762281143,101078.33190134037
1762281155,101078.33190134037
1762281167,101078.33190134037
1762281179,101078.33190134037
1762281251,101078.33190134037
1762281263,101078.33190134037
1762281275,101078.33190134037
1762282211,101078.33190134037
1762282223,101078.33190134037
1762283387,101209.66815837068
1762283735,101209.66815837068
1762283915,101209.66815837068
1762283999,101209.66815837068
1762284827,101209.66815837068
1762284875,101209.66815837068
1762285043,101209.66815837068
1762285799,101209.66815837068
1762285811,101209.66815837068
1762285823,101209.66815837068
1762285931,101209.66815837068
1762285943,101209.66815837068
1762286327,101209.66815837068
1762286339,101209.66815837068
1762286735,100587.49642652212
1762287227,100587.49642652212
1762287347,100587.49642652212
1762287371,100587.49642652212
1762287383,100587.49642652212
1762287443,100587.49642652212
1762287467,100587.49642652212
1762287479,100587.49642652212
1762287491,100587.49642652212
1762287503,100587.49642652212
1762287515,100587.49642652212
1762287527,100587.49642652212
1762287539,100587.49642652212
1762287551,100587.49642652212
1762287563,100587.49642652212
1762287575,100587.49642652212
1762287587,100587.49642652212
1762287623,100587.49642652212
1762287707,100587.49642652212
1762289999,100587.49642652212
1762290719,100633.18682123994
1762291307,100633.18682123994
1762291331,100633.18682123994
1762291559,100633.18682123994
1762291703,100633.18682123994
1762291991,100633.18682123994
1762292003,100633.18682123994
1762292051,100633.18682123994
1762292099,100633.18682123994
1762292111,100633.18682123994
1762292123,100633.18682123994
1762292135,100633.18682123994
1762292195,100633.18682123994
1762292207,100633.18682123994
1762292219,100633.18682123994
1762292231,100633.18682123994
1762292243,100633.18682123994
1762292327,100633.18682123994
1762292339,100633.18682123994
1762297127,99346.848341527
1762297307,99346.848341527
1762298135,101057.73587129776
1762298447,101057.73587129776
1762299479,101057.73587129776
1762303871,101563.45924238669
1762303979,101563.45924238669
1762304615,100235.46597806468
1762304975,100235.46597806468
1762304999,100235.46597806468
1762305623,100235.46597806468
1762307027,100235.46597806468
1762315811,102083.21412237044
1762319315,101884.4617050673
1762319795,101884.4617050673
1762330775,102015.72539482944
1762383083,103807.78188615966
1762384163,104028.4815167589
